"223.255.229.1","-","-","[04/Aug/2021:13:33:3","+0700]","""GET","/a/query/drpGetEmpBy","HTTP/1.1""","200","356","""https://drp.ds1.pid","rt=0.020","uct=""0.000""","uht=""0.020""","urt=""0.020""","gz=""2.53"""
"114.5.215.123","-","-","[04/Aug/2021:13:33:3","+0700]","""GET","/a/3pl/csn?id=TTAJ9T","HTTP/1.1""","200","4841","""https://drp.ds1.pid","rt=0.724","uct=""0.001""","uht=""0.720""","urt=""0.724""","gz=""8.37"""
"114.79.7.138","-","-","[04/Aug/2021:13:33:3","+0700]","""GET","/a/query/drpGetLogis","HTTP/1.1""","200","549","""https://drp.ds1.pid","rt=0.022","uct=""0.000""","uht=""0.021""","urt=""0.021""","gz=""3.48"""
"114.79.6.249","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/csn/cur/WAX22","HTTP/1.1""","200","576","""https://drp.ds1.pid","rt=0.830","uct=""0.000""","uht=""0.830""","urt=""0.830""","gz=""2.31"""
"103.10.66.76","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/csn/cur/WAX22","HTTP/1.1""","200","554","""https://drp.ds1.pid","rt=0.823","uct=""0.000""","uht=""0.824""","urt=""0.824""","gz=""2.33"""
"112.215.65.43","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/dash/kpi/cour","HTTP/1.1""","200","157","""https://drp.ds1.pid","rt=0.391","uct=""0.000""","uht=""0.390""","urt=""0.390""","gz=""1.62"""
"116.206.13.84","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/query/drpGetJenis","HTTP/1.1""","200","287","""https://drp.ds1.pid","rt=0.022","uct=""0.000""","uht=""0.021""","urt=""0.021""","gz=""2.44"""
"116.206.13.84","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/query/drpGetLogis","HTTP/1.1""","200","538","""https://drp.ds1.pid","rt=0.023","uct=""0.000""","uht=""0.023""","urt=""0.023""","gz=""3.42"""
"114.4.217.13","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/dash/kpi/cour","HTTP/1.1""","200","159","""https://drp.ds1.pid","rt=0.434","uct=""0.000""","uht=""0.433""","urt=""0.433""","gz=""1.62"""
"120.188.2.215","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/csn/cur/WAX22","HTTP/1.1""","200","555","""https://drp.ds1.pid","rt=0.826","uct=""0.000""","uht=""0.827""","urt=""0.827""","gz=""2.40"""
"114.79.3.134","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/csn?id=AKYHLN","HTTP/1.1""","200","8089","""https://drp.ds1.pid","rt=0.780","uct=""0.000""","uht=""0.772""","urt=""0.779""","gz=""9.28"""
"182.0.134.79","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/csn?id=F8DX5T","HTTP/1.1""","200","2988","""https://drp.ds1.pid","rt=0.746","uct=""0.000""","uht=""0.744""","urt=""0.745""","gz=""7.28"""
"36.81.15.33","-","-","[04/Aug/2021:13:33:4","+0700]","""POST","/a/3pl/trn/ldl","HTTP/1.1""","200","334","""https://drp.ds1.pid","rt=0.897","uct=""0.000""","uht=""0.092""","urt=""0.093""","gz=""2.03"""
"182.0.142.13","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/csn/cur/WAX23","HTTP/1.1""","200","6559","""https://drp.ds1.pid","rt=0.772","uct=""0.000""","uht=""0.766""","urt=""0.772""","gz=""6.89"""
"114.142.168.20","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/app/dcaf/service-wo","HTTP/1.1""","304","","""https://drp.ds1.pid","rt=0.000","uct=""-""","uht=""-""","urt=""-""","gz=""-"""
"114.124.231.57","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/dash/kpi/cour","HTTP/1.1""","200","162","""https://drp.ds1.pid","rt=0.357","uct=""0.000""","uht=""0.357""","urt=""0.358""","gz=""1.59"""
"120.188.38.118","-","-","[04/Aug/2021:13:33:4","+0700]","""GET","/a/3pl/csn/cur/WAX22","HTTP/1.1""","200","2754","""https://drp.ds1.pid","rt=0.835","uct=""0.000""","uht=""0.833""","urt=""0.834""","gz=""6.18"""
